,0
932,Central University of Jamm
933,Central University of Jharkhan
934,Central University of Karnatak
935,Central University of Keral
936,Central University of Odish
937,Central University of Punja
938,Central University of Rajastha
939,Central University of South Biha
940,Central University of Tamil Nad
941,Central University of Technolog
942,Central University of Tibetan Studie
943,Central Washington Universit
944,Centrale Lill
945,CentraleSupéle
946,Centre Colleg
947,Centro de Estudios Avanzados de Puerto Rico y El Carib
948,Centro de Estudios Superiores de Diseño de Monterrey S.C
949,Centro de Estudios Superiores de San Ángel S.C
950,Centro de Estudios Universitario
951,Centro de Estudios Universitarios Xochicalc
952,Centro de Investigación y Docencia Económica
953,Centro Escolar Universit
954,Centro Universitario de Integración Humanística A.C
955,Centurion University of Technology and Managemen
956,CESI École d'Ingénieur
957,Ceská zemedelská univerzita v Praz
958,Ceské vysoké ucení technické v Praz
959,CEVRO Institu
960,CHA Universit
961,Chabahar Maritime Universit
962,Chadron State Colleg
963,Chalermkarnchana Universit
964,Chalimbana Universit
965,Chalmers tekniska högskol
966,Chaminade University of Honolul
967,Champlain Colleg
968,Chanakya National Law Universit
969,Chandigarh Universit
970,Chang Gung Universit
971,Chang Gung University of Science and Technolog
972,Chang Jung Christian Universit
973,Chang'an Universit
974,Changchun Architecture and Civil Engineering Colleg
975,Changchun Institute of Technolog
976,Changchun University of Chinese Medicin
977,Changchun University of Science and Technolog
978,Changchun University of Science and Technolog
979,Changchun University of Technolog
980,Changji Universit
981,Changsha Medical Universit
982,Changsha Universit
983,Changsha University of Science and Technolog
984,Changshu Institute of Technolog
985,Changwon National Universit
986,Changzhi Medical Colleg
987,Changzhi Universit
988,Changzhou Institute of Technolog
989,Changzhou Universit
990,Chaohu Universit
991,Chaopraya Universit
992,Chaoyang University of Technolog
993,Charles Darwin Universit
994,Charleston Southern Universit
995,Charmo Universit
996,Charotar University of Science and Technolog
997,Chatham Universit
998,Chaudhary Bansi Lal Universit
999,Chaudhary Charan Singh Haryana Agricultural Universit
1000,Chaudhary Devi Lal Universit
1001,Chelyabinsk State Agroengineering Academ
1002,Chelyabinsk State Universit
1003,Chengde Medical Universit
1004,Chengdu College of Arts and Science
1005,Chengdu Medical Colleg
1006,Chengdu Neusoft Universit
1007,Chengdu Normal Universit
1008,Chengdu Sport Universit
1009,Chengdu Universit
1010,Chengdu University of Information Technolog
1011,Chengdu University of Technolog
1012,Chengdu University of Traditional Chinese Medicin
1013,Chenla Universit
1014,Chennai Mathematical Institut
1015,Cheongju Universit
1016,Cherkasy State Business Colleg
1017,Cherkasy State Technological Universit
1018,Chernihiv State Pedagogical Universit
1019,Chestnut Hill Colleg
1020,Cheyney University of Pennsylvani
1021,Chhattisgarh Kamdhenu Vishwavidyalay
1022,Chhattisgarh Swami Vivekananda Technical Universit
1023,Chia Nan University of Pharmacy and Scienc
1024,Chiang Mai Rajabhat Universit
1025,Chiang Mai Universit
1026,Chiang Rai Rajabhat Universit
1027,Chiba Institute of Scienc
1028,Chiba Institute of Technolog
1029,Chiba Keizai Universit
1030,Chiba Universit
1031,Chiba University of Commerc
1032,Chicago State Universit
1033,Chifeng Universit
1034,Chihlee University of Technolog
1035,Children's Universit
1036,China Academy of Ar
1037,China Agricultural Universit
1038,China Central Academy of Fine Art
1039,China Conservatory of Musi
1040,China Europe International Business Schoo
1041,China Foreign Affairs Universit
1042,China Medical Universit
1043,"China Medical University, Taiwa"
1044,China Pharmaceutical Universit
1045,China Three Gorges Universit
1046,China University of Geosciences Beijin
1047,China University of Geosciences Wuha
1048,China University of Labor Relation
1049,China University of Mining and Technolog
1050,China University of Petroleu
1051,China University of Political Science and La
1052,China University of Science and Technolog
1053,China West Normal Universit
1054,China Women's Universit
1055,China Youth University for Political Science
1056,Chinese Culture Universit
1057,Chinggis Khaan Universit
1058,Chinhoyi University of Technolog
1059,Chinju National University of Educatio
1060,Chipola Colleg
1061,"Chitkara University, Himachal Prades"
1062,"Chitkara University, Punja"
1063,Chitose Institute of Science and Technolog
1064,Chittagong Independent Universit
1065,Chittagong Medical Universit
1066,Chizhou Universit
1067,Chodang Universit
1068,Chonbuk National Universit
1069,Chongqing Medical Universit
1070,Chongqing Normal Universit
1071,Chongqing Technology and Business Universit
1072,Chongqing Three Gorges Universit
1073,Chongqing Universit
1074,Chongqing University of Educatio
1075,Chongqing University of Posts and Telecommunication
1076,Chongqing University of Technolog
1077,Chongshin Universit
1078,Chonnam National Universit
1079,Chosun Universit
1080,Chreso Universit
1081,Chrisland Universit
1082,Christ Apostolic University Colleg
1083,Christ Universit
1084,Christelijke Hogeschool Ed
1085,Christian Brothers Universit
1086,Christian Service University Colleg
1087,Christian University of Rwand
1088,Christian University of Thailan
1089,Christian-Albrechts-Universität zu Kie
1090,Christopher Newport Universit
1091,Christopher Universit
1092,Chrzescijanska Akademia Teologiczna w Warszawi
1093,Chu Hai College of Higher Educatio
1094,Chubu Gakuin Universit
1095,Chubu Universit
1096,Chugoku Gakuen Universit
1097,Chugye University for the Art
1098,Chuka Universit
1099,Chukyo Gakuin Universit
1100,Chukyo Universit
1101,Chulabhorn Royal Academ
1102,Chulalongkorn Universit
1103,Chuncheon National University of Educatio
1104,Chung Chou University of Science and Technolog
1105,Chung Hua Universit
1106,Chung Hwa University of Medical Technolog
1107,Chung Shan Medical Universit
1108,Chung Yuan Christian Universit
1109,Chung-Ang Universit
1110,Chungbuk National Universit
1111,Chungnam National Universit
1112,Chungwoon Universit
1113,Chungyu University of Film and Arts Technolog
1114,Chuo Gakuin Universit
1115,Chuo Universit
1116,Chuvash State Universit
1117,Chuxiong Normal Universit
1118,Chuzhou Universit
1119,Cipriani College of Labour and Cooperative Studie
1120,Citi Universit
1121,City Unity College Nicosi
1122,City Universit
1123,City Universit
1124,City University College of Ajma
1125,City University of Hong Kon
1126,City University of Mogadish
1127,City University of Science and Technolog
1128,City University of Seattl
1129,"City, University of Londo"
1130,Civil Aviation Flight University of Chin
1131,Civil Aviation University of Chin
1132,Claflin Universit
1133,Clarion University of Pennsylvani
1134,Clark Atlanta Universit
1135,Clarke Universit
1136,Clarks Summit Universit
1137,Clarkson Colleg
1138,Clayton State Universit
1139,Clear Creek Baptist Bible Colleg
1140,Cleary Universit
1141,Cleveland Institute of Ar
1142,Cleveland Institute of Musi
1143,Cleveland State Universit
1144,Cleveland University-Kansas Cit
1145,Clifford Universit
1146,Cluster University of Jamm
1147,CMJ Universit
1148,CMR Universit
1149,Coal City Universit
1150,Coastal Carolina Universit
1151,Coe Colleg
1152,Coker Universit
1153,Colby Colleg
1154,Colby-Sawyer Colleg
1155,Colegio de Dagupa
1156,Colegio de Estudios Superiores de Administració
1157,Colegio de San Juan de Letra
1158,Colegio Mayor de Antioqui
1159,Colegio Universitario de San Jua
1160,Collège d'Europ
1161,College for Creative Studie
1162,College of Agriculture Science and Educatio
1163,"College of Applied Sciences, Ibr"
1164,"College of Applied Sciences, Nizw"
1165,"College of Applied Sciences, Salala"
1166,"College of Applied Sciences, Soha"
1167,"College of Applied Sciences, Su"
1168,College of Biblical Studie
1169,College of Central Florid
1170,College of Charlesto
1171,College of Coastal Georgi
1172,College of Our Lady of the Elm
1173,College of Saint Benedict/Saint John's Universit
1174,College of Saint Mar
1175,"College of Science, Technology and Applied Arts of Trinidad and Tobag"
1176,College of Southern Nevad
1177,College of the Holy Spiri
1178,College of the North Atlantic - Qata
1179,College of the Ozark
1180,College of Tourism and Hotel Managemen
1181,College of Tourism Blagoevgra
1182,Collège Universitaire Dominicai
1183,Colorado Christian Universit
1184,Colorado Colleg
1185,Colorado Mesa Universit
1186,Colorado School of Mine
1187,Colorado State Universit
1188,Colorado Technical Universit
1189,Columbia Basin Colleg
1190,Columbia Central Universit
1191,Columbia Colleg
1192,Columbia College Hollywoo
1193,"Columbia College, South Carolin"
1194,Columbia International Universit
1195,Columbus College of Art and Desig
1196,Commecs Institute of Business and Emerging Science
1197,Communication University of Chin
1198,Communication University of Shanx
1199,Communication University of Zhejian
1200,COMSATS Institute of Information Technolog
1201,Concord Universit
1202,Concordia Colleg
1203,Concordia Universit
1204,Concordia University Ann Arbo
1205,Concordia University Chicag
1206,Concordia University of Edmonto
1207,Concordia University Texa
1208,Concordia University Wisconsi
1209,"Concordia University, Nebrask"
1210,"Concordia University, Orego"
1211,"Concordia University, St. Pau"
1212,Conservatoire Royal de Bruxelle
1213,Conservatoire Royal de Lièg
1214,Conservatorio de Música de Puerto Ric
1215,Conservatorio del Tolim
1216,Conservatório Superior de Música de Gai
1217,Converse Colleg
1218,Conway School of Landscape Desig
1219,Cooch Behar Panchanan Barma Universit
1220,Copperstone Universit
1221,Coppin State Universit
1222,Cordoba Private Universit
1223,Cork Institute of Technolog
1224,Cornell Colleg
1225,Cornerstone Universit
1226,Cornish College of the Art
1227,Corporacion Colegiatura Colombian
1228,Corporacion Escuela de Artes y Letra
1229,Corporacion Universitaria American
1230,Corporacion Universitaria Antonio Jose de Sucr
1231,Corporacion Universitaria Autonoma de Nariñ
1232,Corporacion Universitaria Autonoma del Cauc
1233,Corporacion Universitaria Centro Superio
1234,Corporacion Universitaria Comfacauc
1235,Corporacion Universitaria de Asturia
1236,"Corporacion Universitaria de Ciencias Empresariales, Educacion y Salu"
1237,Corporacion Universitaria de Colombia Idea
1238,Corporacion Universitaria de Sabanet
1239,Corporacion Universitaria de Santa Rosa de Caba
1240,Corporacion Universitaria del Carib
1241,Corporacion Universitaria del Met
1242,Corporacion Universitaria Empresarial Alexander Von Humbold
1243,Corporacion Universitaria Empresarial de Salamanc
1244,Corporacion Universitaria Iberoamerican
1245,Corporacion Universitaria Latinoamerican
1246,Corporacion Universitaria Rafael Nuñe
1247,Corporacion Universitaria Reformad
1248,Corporacion Universitaria Republican
1249,Corporación Universitaria Unite
1250,Cottey Colleg
1251,Covenant Colleg
1252,Covenant Universit
1253,Coventry Universit
1254,Cox Colleg
1255,Cox's Bazar International Universit
1256,Cranbrook Academy of Ar
1257,Crandall Universit
1258,Cranfield Universit
1259,Criswell Colleg
1260,Crossroads Colleg
1261,Crowley's Ridge Colleg
1262,Crown Colleg
1263,Crown Hill Universit
1264,CTBC Financial Management Colleg
1265,Çukurova Üniversites
1266,Culver-Stockton Colleg
1267,Cumberland Universit
1268,Cuttington Universit
1269,CY Cergy Paris Universit
1270,Cyber Universit
1271,Cyprus Colleg
1272,Cyprus International Institute of Managemen
1273,Cyprus School of Molecular Medicin
1274,D.A. Tsenov Academy of Economic
1275,Dadabhoy Institute of Higher Educatio
1276,Daegu Arts Universit
1277,Daegu Haany Universit
1278,Daejin Universit
1279,Daeyang Universit
1280,Daffodil International Universit
1281,Dagestan State Universit
1282,Dahan Institute of Technolog
1283,Daido Universit
1284,Daiichi Institute of Technolog
1285,Daito Bunka Universit
1286,Dakota State Universit
1287,Dakota Wesleyan Universit
1288,Dakshina Bharat Hindi Prachar Sabh
1289,Dalhousie Universit
1290,Dali Universit
1291,Dalian Art Colleg
1292,Dalian Maritime Universit
1293,Dalian Medical Universit
1294,Dalian Nationalities Universit
1295,Dalian Neusoft University of Informatio
1296,Dalian Ocean Universit
1297,Dalian Polytechnic Universit
1298,Dalian Universit
1299,Dalian University of Foreign Language
1300,Dalian University of Science and Technolog
1301,Dalian University of Technolog
1302,Dallas Baptist Universit
1303,Dallas Christian Colleg
1304,Dalton State Colleg
1305,Damanhour Universit
1306,Damascus Universit
1307,Damietta Universit
1308,Damodaram Sanjivayya National Law Universit
1309,Dangara State Universit
1310,Danish Institute of Higher Educatio
1311,Danmarks Medie- og journalisthøjskol
1312,Danmarks Tekniske Universite
1313,Dar Al Uloom Universit
1314,Dar al-Kalima University College of Arts and Cultur
1315,Darkhan Institut
1316,Dartmouth Colleg
1317,Data Link Institut
1318,Datta Meghe Institute of Medical Science
1319,Daugavpils Universitat
1320,DAV Universit
1321,Davangere Universit
1322,Davao Doctors Colleg
1323,Davenport Universit
1324,David Aghmashenebeli University of Georgi
1325,Davis and Elkins Colleg
1326,Davis Colleg
1327,Dayalbagh Educational Institut
1328,Dayananda Sagar Universit
1329,Da-Yeh Universit
1330,Daystar Universit
1331,Daytona State Colleg
1332,De Haagse Hogeschoo
1333,De La Salle Lip
1334,De La Salle Medical and Health Sciences Institut
1335,De La Salle Universit
1336,De La Salle-College of Saint Benild
1337,De Montfort Universit
1338,Dean Colleg
1339,Debre Markos Universit
1340,Debre Tabor Universit
1341,Debreceni Egyete
1342,Debreceni Református Hittudományi Egyete
1343,Deccan College Post-Graduate and Research Institut
1344,Dedan Kimathi University of Technolog
1345,Deen Dayal Upadhyay Gorakhpur Universit
1346,Deenbandhu Chhotu Ram University of Science and Technolog
1347,Defiance Colleg
1348,Delaware State Universit
1349,Delaware Valley Universit
1350,Delhi Pharmaceutical Sciences and Research Universit
1351,Delhi Technological Universit
1352,Delta State Universit
1353,Delta University for Science and Technolog
1354,Demiroglu Bilim Üniversites
1355,Democritus University of Thrac
1356,Den Danske Scenekunstskol
1357,Den-en Chofu Universit
1358,Denver College of Nursin
1359,DePaul Universit
